id,subject,catalog_number,code,academic_group,academic_org,career_level,effective_year,level,department,title
128744,CASAN,703,CASAN 703,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 703
132096,CASLL,952,CASLL 952,GRS,CASRS,GRAD,2024,Graduate,CASRS,CASLL 952
128953,CASAR,905,CASAR 905,GRS,CASAR,GRAD,2024,Graduate,CASAR,CASAR 905
128442,CASAH,731,CASAH 731,GRS,CASAH,GRAD,2024,Graduate,CASAH,CASAH 731
130232,CASEE,938,CASEE 938,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 938
132477,CASMA,967,CASMA 967,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 967
131513,CASHI,827,CASHI 827,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 827
133370,CASRN,614,CASRN 614,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 614
132932,CASPO,986,CASPO 986,GRS,CASPO,GRAD,2024,Graduate,CASPO,CASPO 986
129070,CASAS,912,CASAS 912,GRS,CASAS,GRAD,2024,Graduate,CASAS,CASAS 912
129149,CASBI,625,CASBI 625,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 625
133342,CASPY,983,CASPY 983,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 983
133344,CASPY,984,CASPY 984,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 984
133364,CASRN,608,CASRN 608,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 608
132899,CASPO,902,CASPO 902,GRS,CASPO,GRAD,2024,Graduate,CASPO,CASPO 902
132978,CASPS,734,CASPS 734,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 734
132990,CASPS,751,CASPS 751,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 751
133062,CASPS,848,CASPS 848,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 848
132640,CASPH,658,CASPH 658,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 658
132708,CASPH,826,CASPH 826,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 826
132746,CASPH,902,CASPH 902,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 902
129851,CASEC,741,CASEC 741,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 741
131621,CASHI,872,CASHI 872,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 872
129174,CASBI,655,CASBI 655,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 655
129209,CASBI,697,CASBI 697,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 697
131350,CASHI,609,CASHI 609,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 609
131378,CASHI,710,CASHI 710,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 710
133424,CASRN,661,CASRN 661,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 661
129981,CASEC,902,CASEC 902,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 902
130016,CASEC,922,CASEC 922,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 922
131085,CASGE,909,CASGE 909,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 909
133649,CASSO,709,CASSO 709,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 709
133663,CASSO,724,CASSO 724,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 724
133712,CASSO,815,CASSO 815,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 815
129298,CASBI,906,CASBI 906,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 906
129328,CASBI,922,CASBI 922,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 922
132186,CASLX,694,CASLX 694,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 694
128788,CASAN,735,CASAN 735,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 735
133537,CASRN,793,CASRN 793,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 793
133347,CASPY,986,CASPY 986,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 986
133372,CASRN,615,CASRN 615,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 615
129349,CASBI,932,CASBI 932,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 932
129433,CASCH,648,CASCH 648,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 648
130959,CASES,985,CASES 985,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASES 985
132925,CASPO,972,CASPO 972,GRS,CASPO,GRAD,2024,Graduate,CASPO,CASPO 972
132927,CASPO,981,CASPO 981,GRS,CASPO,GRAD,2024,Graduate,CASPO,CASPO 981
133001,CASPS,764,CASPS 764,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 764
133019,CASPS,775,CASPS 775,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 775
133023,CASPS,790S,CASPS 790S,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 790S
133050,CASPS,836,CASPS 836,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 836
133057,CASPS,844,CASPS 844,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 844
129635,CASCN,710,CASCN 710,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASCN 710
129654,CASCN,925,CASCN 925,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASCN 925
129655,CASCN,926,CASCN 926,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASCN 926
129669,CASCN,983,CASCN 983,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASCN 983
129677,CASCS,640,CASCS 640,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 640
129684,CASCS,680,CASCS 680,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 680
132635,CASPH,656,CASPH 656,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 656
132638,CASPH,657,CASPH 657,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 657
132641,CASPH,659,CASPH 659,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 659
132644,CASPH,661,CASPH 661,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 661
132660,CASPH,682,CASPH 682,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 682
132726,CASPH,850,CASPH 850,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 850
132744,CASPH,901,CASPH 901,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 901
129859,CASEC,751,CASEC 751,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 751
129896,CASEC,790,CASEC 790,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 790
131677,CASHI,890,CASHI 890,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 890
133202,CASPY,743,CASPY 743,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 743
133228,CASPY,841,CASPY 841,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 841
133256,CASPY,901S,CASPY 901S,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 901S
133262,CASPY,902S,CASPY 902S,GRS,CASPY,GRAD,2024,Graduate,CASPY,CASPY 902S
129213,CASBI,702S,CASBI 702S,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 702S
131348,CASHI,606,CASHI 606,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 606
128891,CASAR,738,CASAR 738,GRS,CASAR,GRAD,2024,Graduate,CASAR,CASAR 738
132433,CASMA,925,CASMA 925,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 925
130218,CASEE,921,CASEE 921,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 921
130306,CASEN,696S,CASEN 696S,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 696S
132591,CASPH,609,CASPH 609,GRS,CASPH,GRAD,2024,Graduate,CASPH,CASPH 609
132868,CASPO,843,CASPO 843,GRS,CASPO,GRAD,2024,Graduate,CASPO,CASPO 843
128629,CASAH,887,CASAH 887,GRS,CASAH,GRAD,2024,Graduate,CASAH,CASAH 887
128659,CASAL,901,CASAL 901,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASAL 901
133113,CASPS,902,CASPS 902,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 902
129081,CASAS,985,CASAS 985,GRS,CASAS,GRAD,2024,Graduate,CASAS,CASAS 985
129353,CASBI,934,CASBI 934,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 934
129413,CASCH,626,CASCH 626,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 626
129670,CASCN,984,CASCN 984,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASCN 984
131049,CASGE,714,CASGE 714,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 714
133700,CASSO,810,CASSO 810,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 810
133727,CASSO,822,CASSO 822,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 822
133895,CASST,986,CASST 986,GRS,SAB,GRAD,2024,Graduate,SAB,CASST 986
133917,CASXL,983S,CASXL 983S,GRS,SUM,GRAD,2024,Graduate,SUM,CASXL 983S
129772,CASCS,986,CASCS 986,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 986
130051,CASEC,947,CASEC 947,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 947
130099,CASEC,972,CASEC 972,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 972
132009,CASLD,699,CASLD 699,GRS,PAR,GRAD,2024,Graduate,PAR,CASLD 699
131082,CASGE,902,CASGE 902,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 902
131097,CASGE,936,CASGE 936,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 936
131098,CASGE,937S,CASGE 937S,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 937S
133655,CASSO,716,CASSO 716,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 716
133703,CASSO,812,CASSO 812,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 812
133717,CASSO,817,CASSO 817,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 817
129323,CASBI,920,CASBI 920,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 920
132164,CASLX,655,CASLX 655,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 655
132174,CASLX,670,CASLX 670,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 670
150698,WEDCT,788,WEDCT 788,WED,WED,GRAD,2024,Graduate,WED,WEDCT 788
152449,WEDPE,506,WEDPE 506,WED,WED,UGRD,2024,Graduate,WED,WEDPE 506
153104,WEDSE,503,WEDSE 503,WED,WED,UGRD,2024,Graduate,WED,WEDSE 503
153257,WEDSE,594,WEDSE 594,WED,WED,UGRD,2024,Graduate,WED,WEDSE 594
149945,WEDAP,730S,WEDAP 730S,WED,SUM,GRAD,2024,Graduate,SUM,WEDAP 730S
150249,WEDCE,715,WEDCE 715,WED,WED,GRAD,2024,Graduate,WED,WEDCE 715
150499,WEDCH,656,WEDCH 656,WED,WED,GRAD,2024,Graduate,WED,WEDCH 656
150751,WEDDE,552E,WEDDE 552E,WED,WED,UGRD,2024,Graduate,WED,WEDDE 552E
150973,WEDED,207,WEDED 207,WED,WED,UGRD,2024,Undergraduate Upper,WED,WEDED 207
151294,WEDEM,592S,WEDEM 592S,WED,SUM,UGRD,2024,Graduate,SUM,WEDEM 592S
151915,WEDID,492E,WEDID 492E,WED,SAB,UGRD,2024,Advanced Undergraduate,SAB,WEDID 492E
152217,WEDME,568S,WEDME 568S,WED,SUM,UGRD,2024,Graduate,SUM,WEDME 568S
152470,WEDPE,519,WEDPE 519,WED,WED,UGRD,2024,Graduate,WED,WEDPE 519
152832,WEDRS,751,WEDRS 751,WED,WED,GRAD,2024,Graduate,WED,WEDRS 751
153200,WEDSE,536,WEDSE 536,WED,WED,UGRD,2024,Graduate,WED,WEDSE 536
153680,WEDSO,933,WEDSO 933,WED,WED,GRAD,2024,Graduate,WED,WEDSO 933
153794,WEDYJ,201,WEDYJ 201,WED,WED,UGRD,2024,Undergraduate Upper,WED,WEDYJ 201
164289,CASBM,888,CASBM 888,CAS,CASBM,GRAD,2024,Graduate,CASBM,CASBM 888
133892,CASST,983,CASST 983,GRS,CAS,GRAD,2024,Graduate,CAS,CASST 983
131568,CASHI,852,CASHI 852,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 852
131705,CASHI,900,CASHI 900,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 900
133868,CASSO,986,CASSO 986,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 986
131841,CASIR,723,CASIR 723,GRS,PAR,GRAD,2024,Graduate,PAR,CASIR 723
128733,CASAM,983,CASAM 983,GRS,CASAM,GRAD,2024,Graduate,CASAM,CASAM 983
128427,CASAA,985,CASAA 985,GRS,CASAA,GRAD,2024,Graduate,CASAA,CASAA 985
130711,CASEN,832,CASEN 832,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 832
128724,CASAM,904,CASAM 904,GRS,CASAM,GRAD,2024,Graduate,CASAM,CASAM 904
130157,CASEE,640E,CASEE 640E,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 640E
128635,CASAH,891,CASAH 891,GRS,CASAH,GRAD,2024,Graduate,CASAH,CASAH 891
133154,CASPS,985,CASPS 985,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 985
130953,CASES,981,CASES 981,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASES 981
133051,CASPS,840,CASPS 840,GRS,CASPS,GRAD,2024,Graduate,CASPS,CASPS 840
133891,CASST,982,CASST 982,GRS,SAB,GRAD,2024,Graduate,SAB,CASST 982
133894,CASST,985,CASST 985,GRS,CAS,GRAD,2024,Graduate,CAS,CASST 985
133905,CASXL,742,CASXL 742,GRS,SUM,GRAD,2024,Graduate,SUM,CASXL 742
133909,CASXL,952,CASXL 952,GRS,SUM,GRAD,2024,Graduate,SUM,CASXL 952
129729,CASCS,933,CASCS 933,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 933
131591,CASHI,862,CASHI 862,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 862
129517,CASCH,903S,CASCH 903S,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 903S
131727,CASHI,959,CASHI 959,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 959
131768,CASIR,602,CASIR 602,GRS,PAR,GRAD,2024,Graduate,PAR,CASIR 602
133770,CASSO,848,CASSO 848,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 848
130031,CASEC,934,CASEC 934,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 934
130050,CASEC,946,CASEC 946,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 946
130083,CASEC,966,CASEC 966,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 966
130336,CASEN,723,CASEN 723,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 723
130458,CASEN,742,CASEN 742,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 742
132292,CASMA,728,CASMA 728,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 728
128437,CASAH,716,CASAH 716,GRS,CASAH,GRAD,2024,Graduate,CASAH,CASAH 716
130678,CASEN,824,CASEN 824,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 824
131896,CASIR,760,CASIR 760,GRS,PAR,GRAD,2024,Graduate,PAR,CASIR 760
128750,CASAN,705,CASAN 705,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 705
132086,CASLK,952,CASLK 952,GRS,CASWL,GRAD,2024,Graduate,CASWL,CASLK 952
132101,CASLL,983,CASLL 983,GRS,CASRS,GRAD,2024,Graduate,CASRS,CASLL 983
132120,CASLS,621,CASLS 621,GRS,CASRS,GRAD,2024,Graduate,CASRS,CASLS 621
128854,CASAR,701,CASAR 701,GRS,CASAR,GRAD,2024,Graduate,CASAR,CASAR 701
132392,CASMA,862,CASMA 862,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 862
132410,CASMA,901S,CASMA 901S,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 901S
132430,CASMA,922,CASMA 922,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 922
132436,CASMA,926,CASMA 926,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 926
132450,CASMA,943,CASMA 943,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 943
130172,CASEE,700,CASEE 700,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 700
130184,CASEE,715,CASEE 715,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 715
130217,CASEE,914,CASEE 914,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 914
131359,CASHI,673,CASHI 673,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 673
133381,CASRN,624,CASRN 624,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 624
133427,CASRN,663,CASRN 663,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 663
133448,CASRN,688,CASRN 688,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 688
129986,CASEC,904,CASEC 904,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 904
131055,CASGE,723S,CASGE 723S,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 723S
131083,CASGE,903S,CASGE 903S,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASGE 903S
133634,CASSO,638,CASSO 638,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 638
133640,CASSO,702,CASSO 702,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 702
133725,CASSO,820,CASSO 820,GRS,CASSO,GRAD,2024,Graduate,CASSO,CASSO 820
129254,CASBI,753,CASBI 753,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 753
129288,CASBI,901,CASBI 901,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 901
129326,CASBI,921,CASBI 921,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 921
129329,CASBI,925S,CASBI 925S,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASBI 925S
132162,CASLX,649,CASLX 649,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 649
132166,CASLX,660S,CASLX 660S,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 660S
132169,CASLX,665,CASLX 665,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 665
132173,CASLX,669,CASLX 669,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 669
132181,CASLX,686,CASLX 686,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 686
132192,CASLX,705,CASLX 705,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 705
132193,CASLX,706,CASLX 706,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 706
132201,CASLX,736,CASLX 736,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 736
132202,CASLX,738,CASLX 738,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 738
132212,CASLX,865,CASLX 865,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 865
132239,CASLY,952S,CASLY 952S,GRS,CASWL,GRAD,2024,Graduate,CASWL,CASLY 952S
132249,CASMA,665,CASMA 665,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 665
132262,CASMA,703,CASMA 703,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 703
128766,CASAN,716,CASAN 716,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 716
128779,CASAN,730,CASAN 730,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 730
128789,CASAN,736,CASAN 736,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 736
128790,CASAN,739,CASAN 739,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 739
132176,CASLX,674,CASLX 674,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 674
132179,CASLX,683,CASLX 683,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 683
132180,CASLX,684,CASLX 684,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 684
132204,CASLX,754,CASLX 754,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 754
132205,CASLX,790,CASLX 790,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 790
132211,CASLX,802,CASLX 802,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 802
132214,CASLX,951,CASLX 951,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 951
132221,CASLX,983,CASLX 983,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 983
132222,CASLX,984,CASLX 984,GRS,CASLX,GRAD,2024,Graduate,CASLX,CASLX 984
132248,CASMA,648,CASMA 648,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 648
132268,CASMA,713,CASMA 713,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 713
128756,CASAN,708,CASAN 708,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 708
128782,CASAN,731,CASAN 731,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 731
128795,CASAN,750,CASAN 750,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 750
128829,CASAN,901S,CASAN 901S,GRS,CASAN,GRAD,2024,Graduate,CASAN,CASAN 901S
133492,CASRN,739,CASRN 739,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 739
133598,CASRN,975,CASRN 975,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 975
133610,CASRN,989,CASRN 989,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 989
133613,CASRN,992S,CASRN 992S,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 992S
133624,CASRN,998,CASRN 998,GRS,CASRN,GRAD,2024,Graduate,CASRN,CASRN 998
133898,CASWR,698,CASWR 698,GRS,CASWR,GRAD,2024,Graduate,CASWR,CASWR 698
133919,CASXL,984S,CASXL 984S,GRS,SUM,GRAD,2024,Graduate,SUM,CASXL 984S
129699,CASCS,792,CASCS 792,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 792
129711,CASCS,901,CASCS 901,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 901
129714,CASCS,911S,CASCS 911S,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 911S
129751,CASCS,952,CASCS 952,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 952
129753,CASCS,953,CASCS 953,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 953
129757,CASCS,961,CASCS 961,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 961
129759,CASCS,979S,CASCS 979S,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 979S
129770,CASCS,984,CASCS 984,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 984
129779,CASCS,995,CASCS 995,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 995
129802,CASEC,705,CASEC 705,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 705
129466,CASCH,731,CASCH 731,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 731
129495,CASCH,752,CASCH 752,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 752
129523,CASCH,904,CASCH 904,GRS,CASCH,GRAD,2024,Graduate,CASCH,CASCH 904
150724,WEDDC,900,WEDDC 900,WED,WED,GRAD,2024,Graduate,WED,WEDDC 900
152014,WEDLR,732S,WEDLR 732S,WED,SUM,GRAD,2024,Graduate,SUM,WEDLR 732S
152024,WEDLS,525,WEDLS 525,WED,WED,UGRD,2024,Graduate,WED,WEDLS 525
152480,WEDPE,581S,WEDPE 581S,WED,SUM,UGRD,2024,Graduate,SUM,WEDPE 581S
153271,WEDSE,597,WEDSE 597,WED,WED,UGRD,2024,Graduate,WED,WEDSE 597
153678,WEDSO,930,WEDSO 930,WED,WED,GRAD,2024,Graduate,WED,WEDSO 930
150002,WEDAP,771,WEDAP 771,WED,WED,GRAD,2024,Graduate,WED,WEDAP 771
150134,WEDBI,535S,WEDBI 535S,WED,SUM,UGRD,2024,Graduate,SUM,WEDBI 535S
150308,WEDCE,769,WEDCE 769,WED,WED,GRAD,2024,Graduate,WED,WEDCE 769
150620,WEDCT,528,WEDCT 528,WED,WED,UGRD,2024,Graduate,WED,WEDCT 528
150846,WEDDS,700,WEDDS 700,WED,WED,GRAD,2024,Graduate,WED,WEDDS 700
150987,WEDED,225,WEDED 225,WED,WED,UGRD,2024,Undergraduate Upper,WED,WEDED 225
151318,WEDEM,690,WEDEM 690,WED,WED,GRAD,2024,Graduate,WED,WEDEM 690
151985,WEDLE,540S,WEDLE 540S,WED,SUM,UGRD,2024,Graduate,SUM,WEDLE 540S
152501,WEDPE,705,WEDPE 705,WED,WED,GRAD,2024,Graduate,WED,WEDPE 705
152940,WEDSC,595,WEDSC 595,WED,WED,UGRD,2024,Graduate,WED,WEDSC 595
153581,WEDSO,509,WEDSO 509,WED,WED,UGRD,2024,Graduate,WED,WEDSO 509
153714,WEDTL,570,WEDTL 570,WED,WED,UGRD,2024,Graduate,WED,WEDTL 570
131758,CASHU,993,CASHU 993,GRS,CAS,GRAD,2024,Graduate,CAS,CASHU 993
131976,CASIS,800S,CASIS 800S,GRS,CASIS,GRAD,2024,Graduate,CASIS,CASIS 800S
131980,CASIS,982,CASIS 982,GRS,CASIS,GRAD,2024,Graduate,CASIS,CASIS 982
131983,CASIS,985,CASIS 985,GRS,CASIS,GRAD,2024,Graduate,CASIS,CASIS 985
164294,CASGC,888,CASGC 888,GRS,CAS,GRAD,2024,Graduate,CAS,CASGC 888
129716,CASCS,920S,CASCS 920S,GRS,CASCS,GRAD,2024,Graduate,CASCS,CASCS 920S
131731,CASHI,963,CASHI 963,GRS,CASHI,GRAD,2024,Graduate,CASHI,CASHI 963
130046,CASEC,943,CASEC 943,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 943
130128,CASEC,993,CASEC 993,GRS,CASEC,GRAD,2024,Graduate,CASEC,CASEC 993
130343,CASEN,725,CASEN 725,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 725
132288,CASMA,726,CASMA 726,GRS,CASMA,GRAD,2024,Graduate,CASMA,CASMA 726
130537,CASEN,772,CASEN 772,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 772
132097,CASLL,981,CASLL 981,GRS,CASRS,GRAD,2024,Graduate,CASRS,CASLL 981
130477,CASEN,745,CASEN 745,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 745
130221,CASEE,925,CASEE 925,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 925
130228,CASEE,932,CASEE 932,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 932
130261,CASEE,992,CASEE 992,GRS,CASEE,GRAD,2024,Graduate,CASEE,CASEE 992
130274,CASEI,984,CASEI 984,GRS,CASEI,GRAD,2024,Graduate,CASEI,CASEI 984
130308,CASEN,697,CASEN 697,GRS,CASEN,GRAD,2024,Graduate,CASEN,CASEN 697
132530,CASMB,721,CASMB 721,GRS,CASBI,GRAD,2024,Graduate,CASBI,CASMB 721
132559,CASNE,500,CASNE 500,GRS,CASNE,GRAD,2024,Graduate,CASNE,CASNE 500
