id,subject,catalog_number,code,academic_group,academic_org,career_level,effective_year,level,department,title
164785,SDMOS,520AS,SDMOS 520AS,SDM,SDM,DENT,2022,Graduate,SDM,SDMOS 520AS
150984,SEDED,220,SEDED 220,WED,SED,UGRD,2023,Undergraduate Upper,SED,SEDED 220
151028,SEDED,500,SEDED 500,WED,SED,UGRD,2022,Graduate,SED,SEDED 500
151035,SEDED,503,SEDED 503,WED,SED,UGRD,2023,Graduate,SED,SEDED 503
150970,SEDED,205,SEDED 205,WED,SED,UGRD,2022,Undergraduate Upper,SED,SEDED 205
153787,SEDWL,511,SEDWL 511,WED,SED,UGRD,2023,Graduate,SED,SEDWL 511
153788,SEDWL,512,SEDWL 512,WED,SED,UGRD,2023,Graduate,SED,SEDWL 512
153791,SEDWL,586,SEDWL 586,WED,SED,UGRD,2023,Graduate,SED,SEDWL 586
153792,SEDWL,604,SEDWL 604,WED,SED,GRAD,2023,Graduate,SED,SEDWL 604
153793,SEDWL,686,SEDWL 686,WED,SED,GRAD,2023,Graduate,SED,SEDWL 686
153800,SEDYJ,403,SEDYJ 403,WED,SED,UGRD,2022,Advanced Undergraduate,SED,SEDYJ 403
158411,SPHEH,707,SPHEH 707,SPH,SPH,GRAD,2023,Graduate,SPH,SPHEH 707
158425,SPHEH,720,SPHEH 720,SPH,SPH,GRAD,2023,Graduate,SPH,SPHEH 720
158446,SPHEH,768,SPHEH 768,SPH,SPH,GRAD,2023,Graduate,SPH,SPHEH 768
100212,CASAH,325,CASAH 325,CAS,CASAH,UGRD,2022,Advanced Undergraduate,CASAH,CASAH 325
100216,CASAH,331,CASAH 331,CAS,CASAH,UGRD,2024,Advanced Undergraduate,CASAH,CASAH 331
100221,CASAH,333,CASAH 333,CAS,CASAH,UGRD,2024,Advanced Undergraduate,CASAH,CASAH 333
100225,CASAH,345,CASAH 345,CAS,CASAH,UGRD,2024,Advanced Undergraduate,CASAH,CASAH 345
100246,CASAH,361,CASAH 361,CAS,CASAH,UGRD,2022,Advanced Undergraduate,CASAH,CASAH 361
100256,CASAH,374E,CASAH 374E,CAS,SAB,UGRD,2022,Advanced Undergraduate,SAB,CASAH 374E
100006,CASAA,103S,CASAA 103S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASAA 103S
100007,CASAA,103,CASAA 103,CAS,CASAA,UGRD,2022,Undergraduate Lower,CASAA,CASAA 103
100016,CASAA,210,CASAA 210,CAS,CASAA,UGRD,2022,Undergraduate Upper,CASAA,CASAA 210
100021,CASAA,270,CASAA 270,CAS,CASAA,UGRD,2022,Undergraduate Upper,CASAA,CASAA 270
100026,CASAA,304S,CASAA 304S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASAA 304S
100027,CASAA,304,CASAA 304,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 304
100028,CASAA,305S,CASAA 305S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASAA 305S
100029,CASAA,305,CASAA 305,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 305
100055,CASAA,383,CASAA 383,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 383
100059,CASAA,390,CASAA 390,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 390
100065,CASAA,404,CASAA 404,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 404
100068,CASAA,420,CASAA 420,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 420
100078,CASAA,493,CASAA 493,CAS,CASAA,UGRD,2022,Advanced Undergraduate,CASAA,CASAA 493
100093,CASAA,507S,CASAA 507S,CAS,SUM,UGRD,2022,Graduate,SUM,CASAA 507S
100094,CASAA,507,CASAA 507,CAS,CASAA,UGRD,2022,Graduate,CASAA,CASAA 507
100124,CASAH,111S,CASAH 111S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASAH 111S
100137,CASAH,112S,CASAH 112S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASAH 112S
100140,CASAH,112,CASAH 112,CAS,CASAH,UGRD,2022,Undergraduate Lower,CASAH,CASAH 112
100146,CASAH,201,CASAH 201,CAS,CASAH,UGRD,2023,Undergraduate Upper,CASAH,CASAH 201
100167,CASAH,228,CASAH 228,CAS,CASAH,UGRD,2022,Undergraduate Upper,CASAH,CASAH 228
100637,CASAM,491S,CASAM 491S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASAM 491S
100641,CASAM,501,CASAM 501,CAS,CASAM,UGRD,2023,Graduate,CASAM,CASAM 501
100644,CASAM,502,CASAM 502,CAS,CASAM,UGRD,2024,Graduate,CASAM,CASAM 502
100651,CASAM,525,CASAM 525,CAS,CASAM,UGRD,2023,Graduate,CASAM,CASAM 525
100656,CASAM,554,CASAM 554,CAS,CASAM,UGRD,2023,Graduate,CASAM,CASAM 554
100658,CASAM,567,CASAM 567,CAS,CASAM,UGRD,2022,Graduate,CASAM,CASAM 567
100387,CASAH,525,CASAH 525,CAS,CASAH,UGRD,2023,Graduate,CASAH,CASAH 525
100396,CASAH,531,CASAH 531,CAS,CASAH,UGRD,2024,Graduate,CASAH,CASAH 531
100889,CASAR,100S,CASAR 100S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASAR 100S
100891,CASAR,100,CASAR 100,CAS,CASAR,UGRD,2022,Undergraduate Lower,CASAR,CASAR 100
100892,CASAR,101S,CASAR 101S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASAR 101S
100897,CASAR,150,CASAR 150,CAS,CASAR,UGRD,2024,Undergraduate Lower,CASAR,CASAR 150
100902,CASAR,201,CASAR 201,CAS,CASAR,UGRD,2023,Undergraduate Upper,CASAR,CASAR 201
100918,CASAR,230S,CASAR 230S,CAS,SUM,UGRD,2022,Undergraduate Upper,SUM,CASAR 230S
100920,CASAR,230,CASAR 230,CAS,CASAR,UGRD,2022,Undergraduate Upper,CASAR,CASAR 230
100938,CASAR,280S,CASAR 280S,CAS,SUM,UGRD,2022,Undergraduate Upper,SUM,CASAR 280S
100674,CASAN,210,CASAN 210,CAS,CASAN,UGRD,2022,Undergraduate Upper,CASAN,CASAN 210
100679,CASAN,234S,CASAN 234S,CAS,SUM,UGRD,2023,Undergraduate Upper,SUM,CASAN 234S
100684,CASAN,250,CASAN 250,CAS,CASAN,UGRD,2023,Undergraduate Upper,CASAN,CASAN 250
100698,CASAN,290,CASAN 290,CAS,CASAN,UGRD,2022,Undergraduate Upper,CASAN,CASAN 290
100706,CASAN,305,CASAN 305,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 305
100712,CASAN,309S,CASAN 309S,CAS,SUM,UGRD,2022,Advanced Undergraduate,SUM,CASAN 309S
100714,CASAN,309,CASAN 309,CAS,CASAN,UGRD,2022,Advanced Undergraduate,CASAN,CASAN 309
100715,CASAN,310,CASAN 310,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 310
100730,CASAN,321,CASAN 321,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 321
100733,CASAN,325,CASAN 325,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 325
100736,CASAN,327,CASAN 327,CAS,CASAN,UGRD,2022,Advanced Undergraduate,CASAN,CASAN 327
100738,CASAN,331,CASAN 331,CAS,CASAN,UGRD,2022,Advanced Undergraduate,CASAN,CASAN 331
100760,CASAN,347,CASAN 347,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 347
100766,CASAN,355,CASAN 355,CAS,CASAN,UGRD,2022,Advanced Undergraduate,CASAN,CASAN 355
100778,CASAN,375E,CASAN 375E,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 375E
100779,CASAN,375,CASAN 375,CAS,CASAN,UGRD,2023,Advanced Undergraduate,CASAN,CASAN 375
100812,CASAN,506,CASAN 506,CAS,CASAN,UGRD,2023,Graduate,CASAN,CASAN 506
100815,CASAN,519,CASAN 519,CAS,CASAN,UGRD,2023,Graduate,CASAN,CASAN 519
100817,CASAN,521,CASAN 521,CAS,CASAN,UGRD,2023,Graduate,CASAN,CASAN 521
100841,CASAN,550,CASAN 550,CAS,CASAN,UGRD,2023,Graduate,CASAN,CASAN 550
100851,CASAN,557,CASAN 557,CAS,CASAN,UGRD,2023,Graduate,CASAN,CASAN 557
100852,CASAN,558,CASAN 558,CAS,CASAN,UGRD,2024,Graduate,CASAN,CASAN 558
101187,CASBB,522,CASBB 522,CAS,CASBB,UGRD,2024,Graduate,CASBB,CASBB 522
101193,CASBB,592,CASBB 592,CAS,CASBB,UGRD,2022,Graduate,CASBB,CASBB 592
100945,CASAR,305,CASAR 305,CAS,CASAR,UGRD,2022,Advanced Undergraduate,CASAR,CASAR 305
100952,CASAR,330,CASAR 330,CAS,CASAR,UGRD,2024,Advanced Undergraduate,CASAR,CASAR 330
100953,CASAR,331,CASAR 331,CAS,CASAR,UGRD,2024,Advanced Undergraduate,CASAR,CASAR 331
100972,CASAR,353,CASAR 353,CAS,CASAR,UGRD,2023,Advanced Undergraduate,CASAR,CASAR 353
100984,CASAR,390,CASAR 390,CAS,CASAR,UGRD,2023,Advanced Undergraduate,CASAR,CASAR 390
100986,CASAR,395,CASAR 395,CAS,CASAR,UGRD,2022,Advanced Undergraduate,CASAR,CASAR 395
100988,CASAR,399,CASAR 399,CAS,CASAR,UGRD,2024,Advanced Undergraduate,CASAR,CASAR 399
101024,CASAR,507,CASAR 507,CAS,CASAR,UGRD,2023,Graduate,CASAR,CASAR 507
101026,CASAR,508,CASAR 508,CAS,CASAR,UGRD,2024,Graduate,CASAR,CASAR 508
101039,CASAR,516,CASAR 516,CAS,CASAR,UGRD,2024,Graduate,CASAR,CASAR 516
101057,CASAR,550,CASAR 550,CAS,CASAR,UGRD,2023,Graduate,CASAR,CASAR 550
101096,CASAS,107,CASAS 107,CAS,CASAS,UGRD,2022,Undergraduate Lower,CASAS,CASAS 107
102436,CASCN,530,CASCN 530,CAS,CASNE,UGRD,2023,Graduate,CASNE,CASCN 530
102461,CASCO,435E,CASCO 435E,CAS,SAB,UGRD,2022,Advanced Undergraduate,SAB,CASCO 435E
101479,CASBI,475,CASBI 475,CAS,CASBI,UGRD,2022,Advanced Undergraduate,CASBI,CASBI 475
102482,CASCS,101S,CASCS 101S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASCS 101S
102484,CASCS,101,CASCS 101,CAS,CASCS,UGRD,2022,Undergraduate Lower,CASCS,CASCS 101
101484,CASBI,481,CASBI 481,CAS,CASBI,UGRD,2022,Advanced Undergraduate,CASBI,CASBI 481
101502,CASBI,494,CASBI 494,CAS,CASBI,UGRD,2022,Advanced Undergraduate,CASBI,CASBI 494
102486,CASCS,103S,CASCS 103S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASCS 103S
102488,CASCS,103,CASCS 103,CAS,CASCS,UGRD,2022,Undergraduate Lower,CASCS,CASCS 103
102490,CASCS,105,CASCS 105,CAS,CASCS,UGRD,2022,Undergraduate Lower,CASCS,CASCS 105
102496,CASCS,108,CASCS 108,CAS,CASCS,UGRD,2023,Undergraduate Lower,CASCS,CASCS 108
102498,CASCS,111S,CASCS 111S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASCS 111S
101524,CASBI,511,CASBI 511,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 511
101536,CASBI,521,CASBI 521,CAS,CASBI,UGRD,2022,Graduate,CASBI,CASBI 521
101538,CASBI,523,CASBI 523,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 523
101540,CASBI,525S,CASBI 525S,CAS,SUM,UGRD,2024,Graduate,SUM,CASBI 525S
102216,CASCL,229,CASCL 229,CAS,CASCL,UGRD,2022,Undergraduate Upper,CASCL,CASCL 229
101247,CASBI,122S,CASBI 122S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASBI 122S
101550,CASBI,530,CASBI 530,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 530
101263,CASBI,203S,CASBI 203S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASBI 203S
101265,CASBI,206S,CASBI 206S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASBI 206S
101564,CASBI,539,CASBI 539,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 539
101567,CASBI,541,CASBI 541,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 541
101574,CASBI,546,CASBI 546,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 546
101577,CASBI,548,CASBI 548,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 548
101925,CASCH,351,CASCH 351,CAS,CASCH,UGRD,2022,Advanced Undergraduate,CASCH,CASCH 351
101927,CASCH,352,CASCH 352,CAS,CASCH,UGRD,2022,Advanced Undergraduate,CASCH,CASCH 352
102249,CASCL,310,CASCL 310,CAS,CASCL,UGRD,2023,Advanced Undergraduate,CASCL,CASCL 310
101280,CASBI,225,CASBI 225,CAS,CASBI,UGRD,2022,Undergraduate Upper,CASBI,CASBI 225
101284,CASBI,260S,CASBI 260S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASBI 260S
101580,CASBI,551S,CASBI 551S,CAS,SUM,UGRD,2024,Graduate,SUM,CASBI 551S
101582,CASBI,552S,CASBI 552S,CAS,SUM,UGRD,2024,Graduate,SUM,CASBI 552S
101592,CASBI,559,CASBI 559,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 559
101596,CASBI,562,CASBI 562,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 562
101605,CASBI,569,CASBI 569,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 569
101609,CASBI,572,CASBI 572,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 572
101317,CASBI,309S,CASBI 309S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASBI 309S
101613,CASBI,576S,CASBI 576S,CAS,SUM,UGRD,2024,Graduate,SUM,CASBI 576S
101616,CASBI,578,CASBI 578,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 578
101338,CASBI,332,CASBI 332,CAS,CASBI,UGRD,2022,Advanced Undergraduate,CASBI,CASBI 332
101633,CASBI,591,CASBI 591,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 591
101635,CASBI,593,CASBI 593,CAS,CASBI,UGRD,2023,Graduate,CASBI,CASBI 593
101636,CASBI,594S,CASBI 594S,CAS,SUM,UGRD,2024,Graduate,SUM,CASBI 594S
102008,CASCH,524,CASCH 524,CAS,CASCH,UGRD,2022,Graduate,CASCH,CASCH 524
102025,CASCI,200,CASCI 200,CAS,CASCI,UGRD,2022,Undergraduate Upper,CASCI,CASCI 200
102035,CASCI,268,CASCI 268,CAS,CASCI,UGRD,2023,Undergraduate Upper,CASCI,CASCI 268
102037,CASCI,270,CASCI 270,CAS,CASCI,UGRD,2022,Undergraduate Upper,CASCI,CASCI 270
101372,CASBI,380S,CASBI 380S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASBI 380S
101709,CASCC,101S,CASCC 101S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASCC 101S
101711,CASCC,101,CASCC 101,CAS,CASCC,UGRD,2022,Undergraduate Lower,CASCC,CASCC 101
102055,CASCI,387,CASCI 387,CAS,CASCI,UGRD,2022,Advanced Undergraduate,CASCI,CASCI 387
101399,CASBI,408,CASBI 408,CAS,CASBI,UGRD,2023,Advanced Undergraduate,CASBI,CASBI 408
101401,CASBI,410S,CASBI 410S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASBI 410S
102062,CASCI,445,CASCI 445,CAS,CASCI,UGRD,2022,Advanced Undergraduate,CASCI,CASCI 445
102812,CASEC,342S,CASEC 342S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASEC 342S
102816,CASEC,348,CASEC 348,CAS,CASEC,UGRD,2022,Advanced Undergraduate,CASEC,CASEC 348
103175,CASEE,530,CASEE 530,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 530
103186,CASEE,539,CASEE 539,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 539
103188,CASEE,542,CASEE 542,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 542
103189,CASEE,543,CASEE 543,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 543
103190,CASEE,544,CASEE 544,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 544
103503,CASEN,395,CASEN 395,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 395
103513,CASEN,405,CASEN 405,CAS,CASEN,UGRD,2023,Advanced Undergraduate,CASEN,CASEN 405
102502,CASCS,112S,CASCS 112S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASCS 112S
102511,CASCS,131S,CASCS 131S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASCS 131S
102513,CASCS,132S,CASCS 132S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASCS 132S
103195,CASEE,557,CASEE 557,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 557
103200,CASEE,578,CASEE 578,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 578
103203,CASEE,591,CASEE 591,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 591
103204,CASEE,593,CASEE 593,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 593
102528,CASCS,237S,CASCS 237S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASCS 237S
102861,CASEC,379,CASEC 379,CAS,CASEC,UGRD,2024,Advanced Undergraduate,CASEC,CASEC 379
103231,CASEN,101,CASEN 101,CAS,CASEN,UGRD,2022,Undergraduate Lower,CASEN,CASEN 101
103533,CASEN,452,CASEN 452,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 452
102534,CASCS,320S,CASCS 320S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASCS 320S
102545,CASCS,391S,CASCS 391S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASCS 391S
102548,CASCS,401,CASCS 401,CAS,CASCS,UGRD,2022,Advanced Undergraduate,CASCS,CASCS 401
102549,CASCS,402,CASCS 402,CAS,CASCS,UGRD,2023,Advanced Undergraduate,CASCS,CASCS 402
102565,CASCS,455S,CASCS 455S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASCS 455S
103276,CASEN,129S,CASEN 129S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASEN 129S
103277,CASEN,129,CASEN 129,CAS,CASEN,UGRD,2022,Undergraduate Lower,CASEN,CASEN 129
103597,CASEN,499,CASEN 499,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 499
103598,CASEN,500,CASEN 500,CAS,CASEN,UGRD,2022,Graduate,CASEN,CASEN 500
102567,CASCS,460S,CASCS 460S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASCS 460S
102597,CASCS,525S,CASCS 525S,CAS,SUM,UGRD,2024,Graduate,SUM,CASCS 525S
102942,CASEC,508,CASEC 508,CAS,CASEC,UGRD,2022,Graduate,CASEC,CASEC 508
102616,CASCS,542S,CASCS 542S,CAS,SUM,UGRD,2024,Graduate,SUM,CASCS 542S
103314,CASEN,176,CASEN 176,CAS,CASEN,UGRD,2022,Undergraduate Lower,CASEN,CASEN 176
103318,CASEN,178,CASEN 178,CAS,CASEN,UGRD,2023,Undergraduate Lower,CASEN,CASEN 178
102630,CASCS,551,CASCS 551,CAS,CASCS,UGRD,2022,Graduate,CASCS,CASCS 551
102646,CASCS,565S,CASCS 565S,CAS,SUM,UGRD,2024,Graduate,SUM,CASCS 565S
103709,CASEN,546S,CASEN 546S,CAS,SUM,UGRD,2022,Graduate,SUM,CASEN 546S
103353,CASEN,220S,CASEN 220S,CAS,SUM,UGRD,2022,Undergraduate Upper,SUM,CASEN 220S
103737,CASEN,570,CASEN 570,CAS,CASEN,UGRD,2023,Graduate,CASEN,CASEN 570
103024,CASEE,101S,CASEE 101S,CAS,CASEE,UGRD,2024,Undergraduate Lower,CASEE,CASEE 101S
103026,CASEE,105S,CASEE 105S,CAS,CASEE,UGRD,2024,Undergraduate Lower,CASEE,CASEE 105S
103028,CASEE,107S,CASEE 107S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASEE 107S
103034,CASEE,144,CASEE 144,CAS,CASEE,UGRD,2023,Undergraduate Lower,CASEE,CASEE 144
103372,CASEN,304S,CASEN 304S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASEN 304S
103373,CASEN,304,CASEN 304,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 304
102725,CASEC,101S,CASEC 101S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASEC 101S
102732,CASEC,102S,CASEC 102S,CAS,SUM,UGRD,2024,Undergraduate Lower,SUM,CASEC 102S
103048,CASEE,302S,CASEE 302S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASEE 302S
103049,CASEE,302,CASEE 302,CAS,CASEE,UGRD,2024,Advanced Undergraduate,CASEE,CASEE 302
103058,CASEE,317S,CASEE 317S,CAS,CASEE,UGRD,2024,Advanced Undergraduate,CASEE,CASEE 317S
103393,CASEN,330,CASEN 330,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 330
103400,CASEN,343,CASEN 343,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 343
102744,CASEC,201,CASEC 201,CAS,CASEC,UGRD,2023,Undergraduate Upper,CASEC,CASEC 201
102746,CASEC,202,CASEC 202,CAS,CASEC,UGRD,2023,Undergraduate Upper,CASEC,CASEC 202
102747,CASEC,203S,CASEC 203S,CAS,SUM,UGRD,2023,Undergraduate Upper,SUM,CASEC 203S
102748,CASEC,203,CASEC 203,CAS,CASEC,UGRD,2022,Undergraduate Upper,CASEC,CASEC 203
102749,CASEC,204S,CASEC 204S,CAS,SUM,UGRD,2022,Undergraduate Upper,SUM,CASEC 204S
103424,CASEN,360,CASEN 360,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 360
102750,CASEC,204,CASEC 204,CAS,CASEC,UGRD,2022,Undergraduate Upper,CASEC,CASEC 204
103100,CASEE,400,CASEE 400,CAS,CASEE,UGRD,2023,Advanced Undergraduate,CASEE,CASEE 400
103110,CASEE,422,CASEE 422,CAS,CASEE,UGRD,2024,Advanced Undergraduate,CASEE,CASEE 422
103437,CASEN,370S,CASEN 370S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASEN 370S
103438,CASEN,370,CASEN 370,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 370
103440,CASEN,371,CASEN 371,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 371
103128,CASEE,460,CASEE 460,CAS,CASEE,UGRD,2022,Advanced Undergraduate,CASEE,CASEE 460
103129,CASEE,475,CASEE 475,CAS,CASEE,UGRD,2022,Advanced Undergraduate,CASEE,CASEE 475
103142,CASEE,501,CASEE 501,CAS,CASEE,UGRD,2022,Graduate,CASEE,CASEE 501
103455,CASEN,377S,CASEN 377S,CAS,SUM,UGRD,2022,Advanced Undergraduate,SUM,CASEN 377S
103458,CASEN,377,CASEN 377,CAS,CASEN,UGRD,2022,Advanced Undergraduate,CASEN,CASEN 377
103165,CASEE,520,CASEE 520,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 520
103170,CASEE,523,CASEE 523,CAS,CASEE,UGRD,2023,Graduate,CASEE,CASEE 523
103489,CASEN,386,CASEN 386,CAS,CASEN,UGRD,2023,Advanced Undergraduate,CASEN,CASEN 386
103915,CASES,101,CASES 101,CAS,CASEE,UGRD,2028,Undergraduate Lower,CASEE,CASES 101
104219,CASGE,365,CASGE 365,CAS,CASEE,UGRD,2028,Advanced Undergraduate,CASEE,CASGE 365
104221,CASGE,380S,CASGE 380S,CAS,SUM,UGRD,2024,Advanced Undergraduate,SUM,CASGE 380S
104520,CASHI,217,CASHI 217,CAS,CASHI,UGRD,2028,Undergraduate Upper,CASHI,CASHI 217
105212,CASHI,533,CASHI 533,CAS,CASHI,UGRD,2023,Graduate,CASHI,CASHI 533
105225,CASHI,547,CASHI 547,CAS,CASHI,UGRD,2023,Graduate,CASHI,CASHI 547
104539,CASHI,228S,CASHI 228S,CAS,CASHI,UGRD,2024,Undergraduate Upper,CASHI,CASHI 228S
104540,CASHI,228,CASHI 228,CAS,CASHI,UGRD,2023,Undergraduate Upper,CASHI,CASHI 228
105231,CASHI,559,CASHI 559,CAS,CASHI,UGRD,2023,Graduate,CASHI,CASHI 559
105240,CASHI,574,CASHI 574,CAS,CASHI,UGRD,2024,Graduate,CASHI,CASHI 574
105244,CASHI,578,CASHI 578,CAS,CASHI,UGRD,2024,Graduate,CASHI,CASHI 578
104554,CASHI,238,CASHI 238,CAS,CASHI,UGRD,2022,Undergraduate Upper,CASHI,CASHI 238
104883,CASHI,364S,CASHI 364S,CAS,SUM,UGRD,2022,Advanced Undergraduate,SUM,CASHI 364S
104885,CASHI,364,CASHI 364,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 364
104910,CASHI,370,CASHI 370,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 370
104605,CASHI,267,CASHI 267,CAS,CASHI,UGRD,2022,Undergraduate Upper,CASHI,CASHI 267
104936,CASHI,377,CASHI 377,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 377
104614,CASHI,272,CASHI 272,CAS,CASHI,UGRD,2023,Undergraduate Upper,CASHI,CASHI 272
104620,CASHI,275,CASHI 275,CAS,CASHI,UGRD,2023,Undergraduate Upper,CASHI,CASHI 275
104625,CASHI,277S,CASHI 277S,CAS,SUM,UGRD,2024,Undergraduate Upper,SUM,CASHI 277S
104972,CASHI,386S,CASHI 386S,CAS,CASHI,UGRD,2024,Advanced Undergraduate,CASHI,CASHI 386S
104987,CASHI,390,CASHI 390,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 390
105033,CASHI,408,CASHI 408,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 408
104715,CASHI,315,CASHI 315,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 315
105090,CASHI,444,CASHI 444,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 444
105107,CASHI,457,CASHI 457,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 457
104156,CASGE,104S,CASGE 104S,CAS,CASEE,UGRD,2024,Undergraduate Lower,CASEE,CASGE 104S
105110,CASHI,460,CASHI 460,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 460
104788,CASHI,336S,CASHI 336S,CAS,SUM,UGRD,2023,Advanced Undergraduate,SUM,CASHI 336S
104791,CASHI,336,CASHI 336,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 336
104798,CASHI,338,CASHI 338,CAS,CASHI,UGRD,2023,Advanced Undergraduate,CASHI,CASHI 338
104801,CASHI,339,CASHI 339,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 339
105145,CASHI,481,CASHI 481,CAS,CASHI,UGRD,2022,Advanced Undergraduate,CASHI,CASHI 481
104482,CASHI,191S,CASHI 191S,CAS,SUM,UGRD,2022,Undergraduate Lower,SUM,CASHI 191S
